Date,Open,High,Low,Close,Adj Close,Volume
2021-07-27,150.399994,152.490005,149.800003,151.449997,150.542847,11218700
2021-07-28,152.289993,152.770004,150.880005,151.699997,150.791351,9217300
2021-07-29,153.139999,153.869995,151.910004,153.000000,152.083557,9063500
2021-07-30,152.580002,153.669998,151.199997,151.779999,150.870865,9804600
2021-08-02,152.029999,154.449997,151.070007,151.169998,150.264526,10203200
2021-08-03,151.949997,153.320007,149.520004,152.889999,151.974228,10394800
2021-08-04,151.250000,153.369995,150.910004,151.240005,150.334106,10155000
2021-08-05,152.279999,153.690002,152.009995,153.149994,152.232651,9151500
2021-08-06,155.190002,157.820007,155.110001,157.500000,156.556610,13320700
2021-08-09,157.520004,158.550003,155.899994,157.330002,156.387634,9516900
2021-08-10,156.740005,159.979996,156.309998,159.259995,158.306061,8667000
2021-08-11,160.000000,161.500000,159.080002,161.160004,160.194687,9156500
2021-08-12,161.880005,162.369995,160.550003,161.789993,160.820908,8844200
2021-08-13,161.789993,162.160004,159.570007,159.979996,159.021744,8980000
2021-08-16,158.940002,159.029999,156.779999,158.929993,157.978043,8755800
2021-08-17,157.570007,158.860001,155.270004,157.009995,156.069534,9347200
2021-08-18,156.309998,158.009995,155.339996,155.580002,154.648117,8065500
2021-08-19,153.160004,155.559998,153.009995,154.279999,153.355896,9517700
2021-08-20,154.350006,154.899994,153.160004,154.720001,153.793259,6972100
2021-08-23,155.330002,157.089996,155.240005,156.699997,155.761398,7934600
2021-08-24,157.000000,158.550003,156.869995,157.669998,156.725586,7670900
2021-08-25,158.509995,161.779999,157.800003,160.919998,159.956116,11335000
2021-08-26,162.259995,163.830002,161.149994,161.750000,160.781158,11027500
2021-08-27,161.750000,163.160004,161.259995,163.050003,162.073364,8778000
2021-08-30,163.210007,163.490005,159.880005,160.440002,159.479004,7937600
2021-08-31,160.440002,161.369995,159.350006,159.949997,158.991928,12340800
2021-09-01,160.220001,160.759995,158.970001,159.720001,158.763306,8729900
2021-09-02,160.020004,161.610001,159.429993,160.460007,159.498886,8813300
2021-09-03,160.389999,160.889999,159.149994,159.490005,158.534698,7959700
2021-09-07,159.990005,161.380005,158.960007,159.210007,158.256378,9285600
2021-09-08,158.889999,159.580002,158.039993,158.500000,157.550613,7852700
2021-09-09,158.270004,160.830002,158.080002,159.190002,158.236481,7904300
2021-09-10,160.559998,160.720001,157.220001,157.360001,156.417450,8309400
2021-09-13,158.529999,160.050003,158.070007,159.860001,158.902466,10052800
2021-09-14,160.449997,161.339996,156.259995,157.070007,156.129196,11685600
2021-09-15,156.720001,158.690002,156.470001,158.160004,157.212662,11691500
2021-09-16,159.410004,160.850006,157.220001,158.089996,157.143066,10880900
2021-09-17,157.380005,159.009995,157.000000,157.679993,156.735519,25581600
2021-09-20,153.889999,154.559998,150.490005,152.960007,152.043808,15819900
2021-09-21,153.529999,154.550003,152.580002,152.979996,152.063675,8999900
2021-09-22,155.199997,157.250000,155.100006,155.910004,154.976135,11236200
2021-09-23,158.000000,161.710007,157.669998,161.179993,160.214554,12336100
2021-09-24,161.440002,163.589996,160.820007,163.039993,162.063416,10102400
2021-09-27,165.000000,167.399994,164.610001,166.979996,165.979828,13220900
2021-09-28,167.699997,169.300003,165.660004,166.080002,165.085220,13387900
2021-09-29,166.210007,166.899994,165.039993,165.949997,164.955994,7777100
2021-09-30,166.919998,166.990005,162.789993,163.690002,162.709534,13161200
2021-10-01,164.000000,168.300003,163.600006,167.130005,166.128937,11285000
2021-10-04,166.970001,170.440002,165.729996,166.949997,165.949997,14120000
2021-10-05,167.210007,170.139999,166.669998,168.660004,168.660004,12292900
2021-10-06,167.990005,169.100006,166.000000,169.020004,169.020004,8692600
2021-10-07,171.199997,171.509995,169.539993,170.089996,170.089996,10195400
2021-10-08,170.020004,171.339996,169.300003,170.220001,170.220001,8188800
2021-10-11,170.800003,171.289993,166.460007,166.639999,166.639999,12154700
2021-10-12,165.750000,166.690002,164.770004,165.360001,165.360001,13032600
2021-10-13,164.070007,165.410004,160.600006,161.000000,161.000000,22753500
2021-10-14,161.750000,164.009995,160.059998,163.470001,163.470001,15176800
2021-10-15,165.350006,167.169998,164.139999,166.610001,166.610001,14261100
2021-10-18,166.479996,168.610001,165.910004,166.550003,166.550003,12672900
2021-10-19,167.399994,168.649994,166.580002,168.570007,168.570007,8053900
2021-10-20,168.300003,170.869995,167.460007,170.839996,170.839996,8185600
2021-10-21,170.759995,171.330002,168.679993,169.500000,169.500000,8415200
2021-10-22,170.029999,172.089996,169.699997,171.779999,171.779999,8817900
2021-10-25,172.710007,172.960007,170.479996,170.940002,170.940002,10159200
2021-10-26,171.000000,172.490005,170.539993,171.399994,171.399994,8015100
2021-10-27,170.320007,170.699997,167.339996,167.830002,167.830002,9847000
2021-10-28,168.300003,170.509995,167.960007,170.360001,170.360001,7212900
2021-10-29,171.179993,172.240005,169.389999,169.889999,169.889999,8139500
2021-11-01,172.039993,172.330002,169.009995,169.800003,169.800003,7435500
2021-11-02,169.800003,171.690002,168.919998,170.470001,170.470001,7173800
2021-11-03,170.130005,171.130005,169.149994,170.529999,170.529999,8402700
2021-11-04,170.000000,170.199997,166.490005,168.289993,168.289993,9574200
2021-11-05,168.899994,170.089996,167.410004,168.050003,168.050003,7971800
2021-11-08,169.050003,170.919998,168.740005,169.059998,169.059998,6413700
2021-11-09,167.350006,168.470001,166.600006,167.779999,167.779999,7990300
2021-11-10,167.449997,168.949997,167.089996,167.619995,167.619995,6999200
2021-11-11,167.520004,168.679993,166.899994,167.610001,167.610001,5815300
2021-11-12,167.649994,167.740005,165.720001,166.860001,166.860001,8111600
2021-11-15,167.210007,167.789993,166.000000,166.559998,166.559998,6492500
2021-11-16,167.059998,167.070007,165.119995,165.360001,165.360001,9706100
2021-11-17,165.210007,165.559998,163.389999,164.470001,164.470001,9909600
2021-11-18,164.389999,164.850006,162.559998,163.050003,163.050003,8122500
2021-11-19,161.300003,162.110001,159.449997,160.919998,160.919998,12193600
2021-11-22,164.160004,165.979996,162.990005,164.350006,164.350006,14549900
2021-11-23,165.500000,168.559998,165.369995,168.279999,168.279999,12354400
2021-11-24,168.460007,169.440002,166.440002,166.960007,166.960007,9629800
2021-11-26,162.139999,162.649994,158.820007,161.929993,161.929993,13619300
2021-11-29,163.309998,164.779999,159.820007,161.229996,161.229996,12104400
2021-11-30,159.160004,160.630005,158.289993,158.830002,158.830002,18922600
2021-12-01,161.000000,163.270004,157.800003,157.889999,157.889999,12253400
2021-12-02,159.830002,163.250000,158.800003,161.210007,161.210007,12969900
2021-12-03,161.500000,161.830002,157.190002,158.289993,158.289993,12679900
2021-12-06,161.009995,162.610001,159.460007,160.160004,160.160004,11186500
2021-12-07,161.880005,163.389999,161.160004,162.570007,162.570007,9851600
2021-12-08,162.660004,163.270004,160.169998,160.710007,160.710007,11705700
